20251209;00:00:05;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:11;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:16;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:21;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:26;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:31;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:36;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:41;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:46;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:51;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:00:56;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:01;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:06;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:11;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:16;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:21;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:26;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:31;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:36;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:41;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:46;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:51;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:01:56;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:01;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:06;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:11;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:17;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:22;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:27;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:32;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:37;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:42;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:47;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:52;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:02:57;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:03:02;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:03:07;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:03:12;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:03:17;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:03:22;-0,5;0,0;0,0;0,0;50,0;Подготовка;
20251209;00:03:27;-0,5;0,0;0,0;0,0;50,0;Подготовка;
